ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Revenue
5057,1961,Master,Married,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,48
254,1955,Graduation,Together,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,103
4179,1959,Graduation,Together,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,30
3710,1984,PhD,Single,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,30
7627,1975,Master,Married,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,292
4501,1965,Master,Single,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,91
6424,1977,Graduation,Together,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,30
3075,1972,PhD,Married,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,52
4992,1975,Master,Together,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,30
5252,1969,Graduation,Divorced,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,30
7444,1969,Master,Married,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,30
6919,1978,2n Cycle,Married,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,30
3537,1981,Graduation,Together,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,30
10277,1961,Graduation,Single,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,30
2453,1960,Graduation,Together,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,114
7972,1955,Graduation,Single,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,134
895,1948,PhD,Married,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,128
1177,1966,Master,Together,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,30
7141,1986,Master,Single,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,45
7232,1973,Graduation,Widow,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,30
8477,1956,Graduation,Divorced,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,30
2457,1975,Basic,Married,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,35
988,1965,Graduation,Married,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,163
7930,1969,Master,Single,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,30
4587,1944,Master,Widow,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,30
6682,1973,Basic,Married,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,30
6222,1967,Graduation,Married,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,30
10299,1969,PhD,Single,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,124
3083,1974,Graduation,Married,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,42
8953,1965,Master,Single,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,30
1503,1976,PhD,Together,162397,1,1,31,85,1,16,2,1,2,0,0,0,1,1,70
8650,1978,Graduation,Widow,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,30
10862,1960,Master,Married,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,30
2782,1961,PhD,Married,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,61
6941,1971,Graduation,Single,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,30
10972,1949,Graduation,Widow,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,219
10708,1978,2n Cycle,Single,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,30
6583,1955,2n Cycle,Married,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,145
3641,1976,Graduation,Married,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,30
10156,1975,Graduation,Single,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,53
4299,1960,Graduation,Together,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,282
3469,1977,PhD,Divorced,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,30
5063,1977,Graduation,Single,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,30
10727,1970,PhD,Married,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,293
9624,1958,PhD,Together,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,189
5156,1970,2n Cycle,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,30
4376,1960,2n Cycle,Single,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,30
8923,1973,Graduation,Single,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,152
8461,1962,Graduation,Divorced,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,30
6945,1952,Graduation,Single,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,148
944,1962,Graduation,Married,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,30
1907,1950,Master,Divorced,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,218
701,1971,Graduation,Married,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,183
3856,1960,Graduation,Together,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,138
4149,1948,PhD,Together,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,212
2131,1959,PhD,Divorced,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,262
2942,1964,Graduation,Single,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,30
1173,1947,Master,Together,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,368
4381,1971,PhD,Married,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,30
4611,1970,Graduation,Together,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,372
3376,1970,Master,Divorced,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,30
4679,1977,Master,Married,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,223
10928,1958,Graduation,Together,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,98
4248,1960,Master,Single,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,432
6728,1985,Graduation,Together,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,30
6661,1974,Graduation,Married,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,199
4725,1950,PhD,Together,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,30
3277,1955,Graduation,Divorced,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,95
5555,1975,Graduation,Divorced,153924,0,0,81,1,1,1,1,1,1,0,0,0,0,0,30
2564,1953,Graduation,Together,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,30
946,1958,2n Cycle,Together,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,30
3867,1947,PhD,Together,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,124
6940,1966,PhD,Single,46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,30
55,1963,Graduation,Together,56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,103
7093,1985,Graduation,Married,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,30
5084,1975,Graduation,Widow,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,103
1777,1980,Basic,Married,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,30
8162,1956,Master,Together,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,30
10826,1959,Graduation,Married,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,30
8754,1974,PhD,Together,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,30
1987,1987,Basic,Single,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,30
11007,1968,PhD,Married,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,50
7426,1971,2n Cycle,Married,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,46
9153,1964,PhD,Married,59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,124
10379,1962,Master,Single,59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,36
9204,1970,Graduation,Widow,66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,92
3197,1980,Graduation,Married,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,78
2920,1975,PhD,Single,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,138
6961,1974,Graduation,Married,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,30
4673,1963,PhD,Married,81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,304
9937,1979,Graduation,Single,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,88
8779,1985,2n Cycle,Married,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,30
9596,1980,PhD,Single,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,121
2891,1963,Graduation,Divorced,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,177
4910,1967,Graduation,Divorced,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,289
75,1982,2n Cycle,Together,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,30
10120,1955,Graduation,Together,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,30
6327,1967,Graduation,Together,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,124
10142,1976,PhD,Divorced,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,113
9826,1972,PhD,Single,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,308
1501,1982,PhD,Married,160803,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,30
10767,1989,PhD,Together,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,251
7279,1969,PhD,Together,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,81
7230,1960,PhD,Divorced,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,86
143,1970,Graduation,Single,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,137
450,1958,Master,Together,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,30
9316,1952,Basic,Together,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,30
6379,1949,Master,Widow,47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,30
9239,1961,Master,Married,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,30
8315,1995,Graduation,Single,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,30
2868,1949,PhD,Single,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,30
10888,1961,Graduation,Single,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,69
1277,1960,Graduation,Together,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,133
9977,1973,Graduation,Divorced,78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,91
10196,1978,Graduation,Married,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,82
6384,1978,Graduation,Divorced,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,244
8029,1988,Master,Single,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,399
968,1968,Master,Divorced,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,30
6988,1986,Graduation,Married,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,201
4472,1970,PhD,Divorced,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,30
6991,1951,Graduation,Divorced,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,128
3336,1948,PhD,Together,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,148
4301,1971,Master,Married,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,37
1940,1986,Graduation,Married,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,30
1272,1965,Master,Single,55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,145
1388,1975,Graduation,Single,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,30
1044,1953,Graduation,Together,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,78
6969,1982,Graduation,Together,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,30
10479,1975,PhD,Married,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,252
3619,1960,2n Cycle,Divorced,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,123
1715,1978,Graduation,Together,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,30
10159,1970,Graduation,Divorced,58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,96
1463,1958,Graduation,Single,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,30
5114,1965,Master,Married,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,207
4990,1954,Graduation,Married,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,90
4329,1984,PhD,Married,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,30
10936,1965,Graduation,Married,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,187
4692,1976,Graduation,Married,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,30
7212,1966,Graduation,Married,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,30
6086,1955,Graduation,Married,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,144
437,1976,Master,Divorced,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,95
11171,1965,Master,Married,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,56
11101,1991,Graduation,Together,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,133
5329,1949,PhD,Divorced,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,30
610,1953,PhD,Together,53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,55
9384,1978,Graduation,Married,66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,95
5956,1948,PhD,Divorced,45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,30
10430,1973,Graduation,Divorced,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,425
7875,1949,Graduation,Married,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,288
7072,1973,Graduation,Married,67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,122
6255,1952,Master,Together,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,59
6516,1989,Basic,Married,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,33
5564,1969,Graduation,Together,62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,148
5682,1953,PhD,Single,64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,206
7458,1956,Master,Together,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,30
5237,1950,PhD,Single,48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,30
7761,1978,2n Cycle,Together,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,30
5278,1964,Graduation,Married,82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,112
3560,1952,Graduation,Together,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,288
7235,1975,2n Cycle,Married,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,30
10548,1995,Graduation,Single,71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,66
2281,1970,Graduation,Single,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,30
4073,1954,2n Cycle,Married,63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,168
6974,1972,PhD,Together,83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,155
7938,1958,PhD,Together,51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,45
7094,1975,Graduation,Widow,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,84
3667,1969,Graduation,Married,80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,273
7723,1979,Graduation,Together,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,195
3870,1978,2n Cycle,Together,63855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,144
4012,1972,PhD,Together,62220,0,1,55,799,12,375,16,12,12,5,7,6,5,6,209
5909,1964,Graduation,Married,58512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,213
10470,1979,Master,Married,40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,30
6488,1959,PhD,Married,38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,30
10270,1981,2n Cycle,Married,35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,30
6887,1967,Graduation,Single,79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,80
6406,1988,Master,Married,78285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,254
7573,1978,PhD,Single,31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,30
4508,1952,Graduation,Single,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,84
221,1955,Graduation,Married,48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,30
5331,1977,Graduation,Married,74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,176
1911,1987,Graduation,Together,67430,0,0,6,595,97,291,127,133,121,1,11,5,12,6,196
20,1965,2n Cycle,Married,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,30
8786,1956,Master,Married,62058,0,1,52,301,7,74,10,0,58,4,6,1,7,6,111
10582,1979,Graduation,Married,72063,0,1,3,180,32,348,76,32,90,2,5,2,12,2,66
1915,1951,PhD,Married,78939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,240
8897,1965,Graduation,Single,42720,1,1,9,392,5,91,28,26,112,8,7,3,7,8,80
2371,1972,Graduation,Married,33622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,30
4303,1957,PhD,Together,6835,0,1,76,107,2,12,2,2,12,0,0,0,1,20,30
6825,1953,Graduation,Together,41452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,30
1072,1965,PhD,Single,40760,0,1,64,70,0,17,0,0,6,2,2,1,3,6,30
4964,1958,PhD,Together,74250,0,0,90,680,11,392,75,0,0,1,2,11,4,1,197
2461,1955,Master,Single,51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,30
10736,1971,Graduation,Single,72258,0,1,28,522,0,522,227,120,134,2,6,9,5,2,163
3194,1974,PhD,Single,71466,0,0,86,412,12,546,78,182,0,1,4,4,10,1,121
10839,1976,Graduation,Together,36283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,30
49,1970,Graduation,Single,20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,30
4290,1972,Graduation,Married,30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,30
10219,1972,Graduation,Together,31590,1,0,40,6,2,15,6,6,3,1,1,0,3,8,30
4211,1986,Basic,Married,20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,30
1135,1960,Master,Together,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,30
6299,1968,PhD,Divorced,42564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,64
10846,1978,Master,Married,43783,1,0,22,327,9,125,25,4,139,6,7,1,8,7,56
347,1976,Graduation,Divorced,40780,0,1,30,229,27,71,13,3,34,4,7,1,5,9,30
6543,1945,Master,Together,62847,0,0,45,521,168,706,80,76,61,1,3,6,4,2,140
10446,1957,PhD,Married,82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,65
3479,1950,Graduation,Single,16813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,30
11075,1978,Graduation,Married,51267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,30
4442,1961,Graduation,Single,46524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,30
199,1962,Master,Single,45183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,61
6722,1954,PhD,Married,70421,0,1,98,479,28,136,75,14,35,3,10,3,7,6,134
796,1965,2n Cycle,Divorced,60161,0,1,17,584,44,212,46,8,177,3,11,4,8,8,154
3749,1973,Graduation,Together,73926,0,0,54,627,91,597,159,91,15,1,6,5,12,3,186
8523,1968,Graduation,Married,19329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,30
310,1970,Master,Married,61872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,101
8629,1956,Graduation,Widow,46984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,30
236,1951,Graduation,Married,34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,30
9930,1944,PhD,Single,82716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,191
3483,1958,Graduation,Married,48192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,192
4599,1976,Master,Married,49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,76
7326,1971,Master,Married,56850,0,1,83,34,1,19,2,7,0,1,1,1,3,2,30
7352,1957,Graduation,Married,55267,0,1,28,161,28,136,32,3,45,4,3,4,6,3,30
2350,1972,Graduation,Married,59666,1,1,87,623,53,178,23,17,133,7,3,2,8,8,174
9145,1972,Graduation,Single,72504,0,1,43,604,26,470,123,161,94,2,5,9,6,2,157
2964,1981,Graduation,Married,26872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,30
5585,1972,Graduation,Single,21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,30
9687,1975,Graduation,Single,73170,0,0,1,184,174,256,50,30,32,1,5,4,6,2,83
3732,1955,Master,Married,52750,0,1,72,393,0,239,90,69,69,6,5,7,9,4,87
6303,1986,PhD,Together,91820,0,0,72,410,73,747,76,161,30,0,5,5,12,1,171
11176,1970,PhD,Together,65968,0,1,12,376,9,83,19,4,4,2,5,4,7,3,70
2986,1976,Graduation,Married,30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,30
7462,1954,Graduation,Single,22507,0,0,67,68,0,226,51,157,68,3,10,2,4,9,30
3900,1972,Graduation,Married,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,170
7034,1978,2n Cycle,Married,25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,30
9493,1980,PhD,Single,76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,247
1143,1972,Graduation,Married,22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,30
1,1961,Graduation,Single,57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,152
3855,1963,Graduation,Married,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,30
5536,1959,Graduation,Together,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,515
5989,1959,2n Cycle,Divorced,78353,0,1,51,752,122,476,39,153,34,1,10,2,11,8,265
9499,1954,Graduation,Married,93404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,510
6768,1962,Graduation,Divorced,37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,30
2150,1958,PhD,Widow,80995,0,1,83,860,28,409,73,56,56,1,8,9,4,4,270
6646,1984,Graduation,Together,16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,30
4887,1976,PhD,Divorced,55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,30
8560,1992,Graduation,Single,48789,0,0,94,351,16,156,7,5,145,1,6,4,7,6,50
3321,1967,PhD,Together,56575,0,2,42,421,5,90,0,16,10,3,7,3,7,5,75
11003,1980,2n Cycle,Together,25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7,30
10402,1967,Graduation,Married,35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,30
9904,1956,Graduation,Married,71391,0,1,50,336,123,274,46,123,141,5,6,5,12,3,101
6141,1972,Master,Single,49494,1,0,46,191,9,97,0,6,82,2,6,1,5,7,69
5687,1980,Graduation,Divorced,81702,0,0,98,563,50,774,28,31,187,1,7,7,12,3,164
10856,1980,2n Cycle,Single,45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,30
5121,1977,Graduation,Single,56628,0,1,30,479,5,82,7,17,171,2,7,6,5,5,104
4186,1950,Graduation,Together,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,30
368,1974,Graduation,Married,40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,30
3312,1988,Graduation,Single,34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,30
11121,1981,Graduation,Married,19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,30
5332,1960,2n Cycle,Married,82504,0,0,2,362,50,431,134,35,54,1,3,6,7,1,123
5848,1970,Graduation,Together,81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,245
10343,1991,2n Cycle,Single,61618,0,0,27,605,91,399,0,45,205,2,3,6,8,3,155
5935,1956,Master,Single,55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,170
2895,1963,Graduation,Single,49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,30
10262,1980,Graduation,Married,15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,30
7848,1974,Graduation,Single,49166,0,1,17,224,2,25,7,0,110,2,5,3,3,6,32
9477,1954,PhD,Married,65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,89
4856,1957,2n Cycle,Married,82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,171
7186,1966,PhD,Together,30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,30
5794,1974,PhD,Married,46374,0,1,1,408,0,21,0,0,17,3,7,1,7,8,104
1456,1979,Graduation,Single,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,53
4877,1973,Master,Married,38576,0,1,2,34,0,7,0,0,0,1,1,0,3,7,30
425,1985,Graduation,Married,55357,2,0,66,374,64,116,84,25,64,3,6,2,11,5,92
3007,1966,Graduation,Together,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,30
1031,1989,2n Cycle,Married,85710,0,0,5,600,20,350,29,30,33,1,6,9,10,2,219
4297,1969,Graduation,Together,23228,1,0,71,13,2,18,6,1,0,2,2,0,3,8,30
807,1969,Master,Together,44602,1,1,35,167,2,89,0,0,34,6,6,1,4,8,30
9553,1987,Graduation,Married,7500,0,0,94,0,2,3,4,1,5,1,0,0,3,6,31
4271,1989,2n Cycle,Together,38683,1,0,80,46,35,69,84,41,66,6,4,1,6,7,43
4120,1975,2n Cycle,Single,49514,1,0,61,88,39,78,58,13,93,2,6,1,4,7,30
2036,1973,PhD,Together,57906,0,1,29,243,11,119,10,3,15,3,4,2,8,4,49
115,1966,Master,Single,43456,0,1,0,275,11,68,25,7,7,3,5,1,8,5,54
4259,1986,Master,Single,19485,2,0,80,6,0,4,0,0,0,1,1,0,2,7,30
8687,1978,Graduation,Together,53172,0,1,54,121,62,90,68,20,125,3,2,3,8,3,39
2447,1979,Graduation,Together,30545,1,0,71,4,12,15,19,7,12,2,2,0,3,7,41
10140,1983,PhD,Together,70123,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,364
9353,1959,Graduation,Single,62450,0,1,61,515,47,267,62,66,38,2,5,5,4,3,113
3623,1976,Graduation,Together,21675,1,0,55,4,0,16,17,4,4,3,4,0,3,7,30
738,1981,2n Cycle,Single,42395,1,1,35,48,13,57,24,15,25,4,3,1,4,7,30
7631,1978,Master,Together,61346,1,0,34,562,58,168,43,16,142,1,5,7,10,3,137
4789,1953,Graduation,Together,80812,0,0,95,769,22,500,210,143,33,1,4,8,5,2,285
773,1971,Master,Divorced,42835,1,1,64,379,4,93,12,9,98,7,6,6,4,6,55
10602,1983,Graduation,Married,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,30
1446,1956,Master,Single,86424,0,0,12,387,68,569,89,45,68,1,6,9,12,1,134
3270,1978,2n Cycle,Together,17117,1,0,96,12,23,38,30,18,7,4,3,1,3,9,30
8443,1972,Graduation,Single,24762,1,0,16,6,10,12,3,15,40,3,3,1,2,8,51
9653,1975,Graduation,Married,35797,0,1,16,27,1,14,4,1,21,2,2,0,3,8,30
